name,age,gender,relationship_status,region,hair_colour,eye_colour,height(cm)
Ethan Smith,111,M,Married,Oceania,Blonde,Blue,181
Steven White,78,M,Divorced,North America,Red,Blue,174
Eric Marsden,95,M,Divorced,South America,Grey,Green,184
Jane Caine,109,F,Divorced,Africa,Blonde,Brown,178
Fiona Potts,72,F,Married,Oceania,Black,Green,145
Anthony Baldwin,78,M,Married,North America,Black,Blue,179
Leo Shipman,67,M,Divorced,Asia,Bald,Brown,171
Aubrey Firth,24,/,Married,Europe,Blonde,Blue,152
Lee James,103,M,Single,North America,Grey,Green,177
Stan Anderson,83,M,Married,Asia,Bald,Grey,180
Ethan Hinch,42,M,Divorced,North America,Blonde,Blue,183
Eric Hufford,90,M,Single,Europe,Blonde,Brown,165
Allison Arnold,91,F,Single,North America,Black,Brown,168
Ronald Arnold,78,M,Married,North America,Red,Green,184
Luke Arnold,112,M,Single,Oceania,Black,Green,194
Robert Shipman,95,M,Divorced,Europe,Black,Brown,183
Laura Brown,75,F,Divorced,South America,Red,Blue,155
Jane Stallard,78,F,Single,Asia,Grey,Green,181
Fiona Shipman,108,F,Married,Africa,Bald,Green,155
Daniel Daniels,24,M,Married,South America,Bald,Blue,158
Adam Arnold,20,M,Divorced,Europe,Black,Brown,166
Allison Baldwin,36,F,Married,North America,Black,Green,188
Rebecca Stallard,98,F,Divorced,North America,Blonde,Blue,155
Jackie Hinch,44,F,Divorced,Africa,Bald,Grey,165
Stan Daniels,42,M,Married,South America,Blonde,Green,161
Stan James,100,M,Divorced,North America,Bald,Brown,160
Rebecca Smith,64,F,Married,Asia,Bald,Blue,162
Jenny Smith,25,F,Single,Asia,Grey,Green,148
Beth Caine,26,F,Divorced,South America,Blonde,Blue,149
Fiona Beneke,38,F,Single,Oceania,Bald,Grey,145
Rebecca Baldwin,53,F,Single,North America,Bald,Brown,146
Daniel Mcgill,92,M,Divorced,South America,Blonde,Green,177
Stan Shipman,94,M,Married,South America,Blonde,Grey,173
Daniel Daniels,69,M,Divorced,Africa,Red,Grey,194
Kyle White,77,M,Divorced,Europe,Grey,Grey,161
Lewis Gosling,26,M,Single,Europe,Black,Blue,194
Kyra Arnold,33,F,Single,North America,Bald,Grey,185
Rebecca White,79,F,Married,Asia,Red,Brown,174
Laura Beneke,109,F,Married,North America,Red,Brown,167
David James,48,M,Single,North America,Black,Grey,170
Daniel Hinch,105,M,Single,North America,Grey,Green,196
David Stallard,16,M,Single,North America,Red,Blue,184
Sylvia White,70,F,Married,North America,Blonde,Brown,142
Alexa Gosling,76,F,Married,Africa,Red,Blue,181
Jade Hinch,78,F,Married,Asia,Bald,Brown,166
Phoebe Marsden,102,F,Married,North America,Red,Blue,166
Eric Gosling,81,M,Divorced,North America,Grey,Brown,184
Ella James,102,F,Divorced,South America,Red,Brown,174
Ben Stallard,32,M,Single,Europe,Bald,Grey,194
Allison Stallard,20,F,Single,Asia,Blonde,Grey,183
Ronald Nguyen,20,M,Married,South America,Black,Blue,163
Karen Baldwin,95,F,Divorced,Asia,Black,Grey,155
Jeff Beneke,115,M,Single,South America,Bald,Brown,194
Betty Clark,84,F,Single,Europe,Black,Brown,144
Taylor Daniels,50,F,Single,Asia,Bald,Blue,168
Lee Baldwin,99,M,Divorced,Africa,Grey,Green,187
Lisa Walker,36,F,Divorced,Europe,Blonde,Blue,161
Lewis Stallard,59,M,Married,Europe,Red,Brown,159
Sylvia Caine,50,F,Married,Africa,Grey,Brown,184
Aubrey James,107,M,Single,North America,Bald,Grey,180
Aubrey Lee,33,M,Married,Oceania,Black,Green,188
Daniel Hufford,29,M,Divorced,North America,Red,Brown,193
Lewis Walker,47,M,Married,Oceania,Red,Blue,165
Ryan Jacques,42,M,Divorced,Asia,Red,Brown,160
Allison White,99,F,Married,North America,Blonde,Brown,187
Steven Baldwin,96,M,Married,Europe,Blonde,Grey,160
Ronald Smith,95,M,Married,Oceania,Bald,Brown,174
Ronald Nguyen,64,M,Single,Oceania,Black,Brown,161
Daniel James,99,M,Divorced,Oceania,Bald,Grey,178
Steven Mcgill,92,M,Married,Asia,Black,Green,190
Steven Beneke,30,M,Divorced,Europe,Bald,Brown,166
Stan Firth,45,M,Divorced,Asia,Red,Blue,184
Aubrey Gosling,77,M,Married,Europe,Bald,Blue,167
Ben Anderson,53,M,Married,Oceania,Red,Grey,190
Jenny Firth,100,F,Single,Oceania,Black,Blue,159
Leo Beneke,21,M,Married,North America,Grey,Blue,193
Ronald Stallard,46,M,Single,North America,Grey,Brown,194
Hollie Stallard,85,F,Married,Oceania,Blonde,Blue,183
Adam Jacques,101,M,Married,North America,Grey,Green,159
Lee Walker,55,M,Divorced,North America,Blonde,Brown,191
Karen Arnold,60,F,Single,Europe,Red,Green,150
Hayley Brown,68,F,Married,Europe,Red,Green,175
Daniel James,85,M,Single,North America,Black,Blue,167
Jess Hinch,103,F,Divorced,Africa,Black,Grey,142
Hollie Hufford,20,F,Divorced,South America,Grey,Green,153
Kyle Baldwin,106,M,Single,South America,Red,Brown,162
Ella Hinch,66,F,Divorced,Asia,Black,Green,175
Aubrey Daniels,45,M,Single,Oceania,Grey,Grey,163
Ken Caine,46,M,Married,Africa,Blonde,Brown,170
Kyle Walker,115,M,Single,Europe,Bald,Brown,170
Taylor Smith,30,F,Married,Asia,Black,Green,150
Taylor Caine,63,F,Single,Africa,Bald,Green,144
Daniel Mcgill,29,M,Single,Europe,Grey,Grey,192
Jade Lee,77,F,Single,Oceania,Blonde,Green,179
Ella Nguyen,114,F,Divorced,North America,Grey,Grey,186
Kenny Daniels,73,M,Divorced,North America,Black,Grey,171
Taylor White,115,F,Divorced,Europe,Grey,Brown,182
Allison Potts,68,F,Divorced,Asia,Grey,Grey,165
David Potts,32,M,Divorced,Europe,Blonde,Brown,188
Phoebe Firth,40,F,Married,North America,Bald,Grey,177
Jess Brown,64,F,Single,Europe,Black,Grey,158
Karen Hufford,93,F,Single,Asia,Bald,Brown,161
Jeff James,23,M,Single,Asia,Blonde,Blue,166
Ken Hinch,100,M,Divorced,Oceania,Bald,Green,172
Steven Nguyen,51,M,Single,Africa,Red,Blue,173
Robert Stallard,114,M,Married,Africa,Blonde,Brown,172
Robert Potts,107,M,Married,North America,Red,Green,184
Betty Shipman,96,F,Single,Europe,Black,Blue,174
Allison Mcgill,98,F,Divorced,Africa,Bald,Blue,184
Lucille Potts,84,F,Single,South America,Black,Green,161
Reena Beneke,16,F,Single,Europe,Grey,Blue,152
Alexa Baldwin,26,F,Married,South America,Blonde,Brown,177
Alex Firth,97,M,Single,South America,Grey,Grey,182
Ken Firth,91,M,Divorced,Oceania,Red,Green,179
Sylvia Lee,94,F,Divorced,Europe,Grey,Brown,161
Ronald James,107,M,Married,Asia,Red,Brown,177
Karen Smith,16,F,Married,Africa,Red,Green,152
Phoebe Jacques,53,F,Divorced,Africa,Bald,Green,143
Sylvia Lee,21,F,Married,Africa,Grey,Brown,178
Alex Hinch,42,M,Divorced,Africa,Grey,Green,196
Kenny Clark,90,M,Single,North America,Blonde,Green,183
Jess Shipman,50,F,Divorced,North America,Bald,Brown,163
Karen Mcgill,51,F,Single,Oceania,Red,Green,188
Jeff Pinkman,110,M,Divorced,Africa,Grey,Green,184
Adam Nguyen,56,M,Divorced,Asia,Blonde,Brown,170
Kyra Baldwin,78,F,Married,North America,Black,Brown,152
Ken James,85,M,Single,Europe,Blonde,Blue,158
Hollie Anderson,61,F,Divorced,Asia,Grey,Blue,167
Sylvia Baldwin,70,F,Single,North America,Blonde,Grey,149
Daniel Caine,43,M,Single,North America,Black,Grey,191
Jess Firth,62,F,Single,North America,Red,Blue,166
Ryan Mcgill,68,M,Married,North America,Grey,Green,174
Jenny Hufford,99,F,Single,North America,Black,Blue,162
Alexa Beneke,55,F,Single,North America,Bald,Green,161
Hollie Caine,40,F,Divorced,Asia,Black,Grey,154
Ella Caine,102,F,Divorced,Oceania,Blonde,Blue,164
Kyra Baldwin,43,F,Married,South America,Red,Green,147
Jess Daniels,84,F,Divorced,Africa,Black,Brown,179
Hayley Hinch,28,F,Married,South America,Bald,Brown,145
David Daniels,101,M,Married,Asia,Grey,Brown,183
Stan Caine,101,M,Single,Africa,Black,Blue,185
Aubrey Daniels,50,M,Divorced,South America,Bald,Blue,173
John Walker,70,M,Married,Europe,Black,Blue,193
Allison Smith,76,F,Married,South America,Red,Blue,170
Taylor Walker,43,F,Married,South America,Red,Green,161
Jeff James,97,M,Divorced,South America,Red,Brown,180
Jeff Pinkman,30,M,Single,Asia,Bald,Grey,189
Karen Stallard,19,F,Single,Africa,Grey,Grey,161
Lucille Smith,42,F,Married,Africa,Grey,Grey,187
Jess Shipman,80,F,Single,South America,Black,Green,179
Lee Clark,77,M,Divorced,North America,Blonde,Brown,170
Alexa Shipman,78,F,Single,North America,Grey,Brown,148
Ken Anderson,81,M,Single,North America,Bald,Brown,185
Jess James,94,F,Married,South America,Bald,Green,183
Kenny Potts,51,M,Single,North America,Black,Blue,190
Robert Pinkman,32,M,Married,North America,Bald,Blue,195
Karen Beneke,54,F,Single,North America,Grey,Green,183
Beth Smith,68,F,Married,Africa,Grey,Blue,151
Laura Nguyen,74,F,Married,North America,Blonde,Blue,145
Reena Mcgill,47,F,Single,South America,Black,Blue,177
Lisa Beneke,50,F,Single,South America,Red,Grey,162
John Lee,90,M,Divorced,Asia,Bald,Blue,164
Alexa Clark,113,F,Divorced,Oceania,Bald,Grey,184
Luke James,60,M,Divorced,Asia,Red,Green,171
Ella Arnold,68,F,Single,Oceania,Red,Brown,178
Ronald Smith,116,M,Married,Oceania,Bald,Brown,157
Luke Brown,102,M,Married,Europe,Black,Blue,191
Steven Shipman,58,M,Divorced,North America,Blonde,Brown,190
Alexa Baldwin,116,F,Married,North America,Bald,Blue,151
Karen Jacques,73,F,Married,Africa,Bald,Blue,171
Jade Gosling,32,F,Married,Africa,Grey,Green,174
Sylvia Caine,58,F,Divorced,Africa,Blonde,Brown,159
Allison Firth,41,F,Divorced,North America,Grey,Green,160
Elisa Stallard,113,F,Married,South America,Blonde,Green,183
Lucille Gosling,31,F,Married,South America,Black,Blue,175
Jenny Jacques,107,F,Married,Africa,Bald,Brown,182
Allison Shipman,107,F,Divorced,Europe,Bald,Brown,156
Kyra Lee,78,F,Divorced,Africa,Red,Brown,147
Jackie Stallard,85,F,Married,Oceania,Black,Blue,175
Beth Gosling,96,F,Married,North America,Red,Grey,166
Phoebe Clark,28,F,Divorced,Asia,Blonde,Grey,184
Ella Jacques,20,F,Divorced,North America,Blonde,Brown,178
Ben Caine,82,M,Married,Africa,Blonde,Grey,190
Steven Clark,109,M,Married,Asia,Bald,Blue,163
Jackie Daniels,86,F,Single,Africa,Blonde,Grey,142
Hayley Smith,73,F,Married,Europe,Blonde,Grey,166
Lee Marsden,55,M,Divorced,Asia,Grey,Blue,184
John Jacques,62,M,Divorced,North America,Red,Grey,178
Karen Pinkman,88,F,Married,South America,Red,Grey,167
Lee Lee,68,M,Divorced,South America,Red,Grey,190
Elisa Stallard,36,F,Single,Europe,Bald,Brown,165
John Smith,34,M,Single,South America,Bald,Green,160
Alex White,105,M,Single,Europe,Red,Green,174
Jane Firth,110,F,Divorced,North America,Red,Brown,161
David Caine,64,M,Single,Europe,Blonde,Brown,188
Jade White,84,F,Married,North America,Grey,Blue,169
Jane Clark,61,F,Divorced,Asia,Grey,Grey,164
Aubrey Anderson,82,M,Divorced,Europe,Black,Brown,165
Jenny Walker,34,F,Single,Oceania,Blonde,Blue,162
Beth White,20,F,Single,Africa,Blonde,Grey,149
Fiona Hufford,54,F,Married,Europe,Grey,Brown,144
Jackie Potts,34,F,Divorced,South America,Bald,Brown,142
Steven Arnold,72,M,Divorced,South America,Black,Grey,176
Reena Firth,116,F,Divorced,Europe,Blonde,Grey,183
Jade Beneke,91,F,Single,Oceania,Black,Blue,146
Luke Potts,76,M,Married,Oceania,Bald,Grey,169
Sylvia Walker,80,F,Single,South America,Blonde,Brown,174
Taylor Caine,88,F,Divorced,North America,Blonde,Brown,162
Ben Firth,86,M,Divorced,South America,Black,Grey,170
Luke James,64,M,Married,North America,Blonde,Grey,157
Kenny Mcgill,29,M,Divorced,Oceania,Bald,Grey,168
Karen Gosling,86,F,Single,Europe,Bald,Brown,169
Jeff Caine,111,M,Divorced,Oceania,Red,Blue,184
Lucille Pinkman,27,F,Divorced,Europe,Blonde,Blue,181
Aubrey Pinkman,37,M,Single,Europe,Blonde,Brown,186
Jackie Brown,108,F,Divorced,Asia,Bald,Blue,188
Eric Anderson,43,M,Divorced,North America,Blonde,Blue,171
Kyra Nguyen,42,F,Divorced,Asia,Bald,Blue,158
Jane Nguyen,115,F,Divorced,Oceania,Black,Blue,170
Lucille Clark,43,F,Married,North America,Red,Brown,177
Stan Arnold,20,M,Single,Europe,Grey,Blue,171
Leo Smith,59,M,Single,North America,Blonde,Green,181
Matthew Pinkman,103,M,Divorced,North America,Grey,Brown,176
John Brown,78,M,Single,North America,Bald,Green,160
Jenny Walker,105,F,Divorced,Africa,Black,Grey,164
Jackie Baldwin,46,F,Divorced,South America,Blonde,Blue,168
Jackie Brown,82,F,Divorced,North America,Black,Grey,182
Matthew Stallard,60,M,Single,Africa,Black,Blue,163
Robert Jacques,48,M,Married,Europe,Red,Brown,167
Lee Caine,64,M,Single,South America,Bald,Grey,168
Anthony Baldwin,90,M,Divorced,Asia,Grey,Blue,194
Elisa Smith,63,F,Divorced,Asia,Blonde,Blue,168
Laura Arnold,115,F,Single,South America,Grey,Blue,185
Lisa Nguyen,60,F,Married,Africa,Red,Brown,186
Robert Smith,94,M,Divorced,North America,Bald,Blue,166
Lewis Caine,79,M,Married,Asia,Grey,Grey,166
Sylvia Gosling,41,F,Divorced,Oceania,Blonde,Brown,187
Ella Mcgill,16,F,Married,Africa,Red,Blue,153
Jane White,80,F,Married,South America,Grey,Brown,151
Fiona Walker,103,F,Married,Africa,Grey,Blue,181
Karen Nguyen,67,F,Divorced,Europe,Black,Brown,184
Aubrey Hinch,17,M,Married,South America,Grey,Green,162
Lisa White,21,F,Married,Africa,Black,Green,158
Alexa Clark,104,F,Single,South America,Blonde,Green,171
Anthony Hufford,111,M,Married,Europe,Black,Blue,175
Lucille Brown,74,F,Divorced,Asia,Black,Green,150
Kyle Lee,62,M,Divorced,Oceania,Blonde,Blue,177
Rebecca Potts,56,F,Married,Asia,Black,Grey,142
James Pinkman,67,M,Divorced,Oceania,Black,Green,162
Jess Arnold,87,F,Single,Europe,Blonde,Brown,184
Robert Firth,102,M,Single,Africa,Grey,Grey,175
Kyle Caine,71,M,Single,North America,Grey,Brown,161
Julie Marsden,25,F,Single,South America,Black,Grey,179
Luke Shipman,78,M,Divorced,Africa,Blonde,Brown,169
Alex Shipman,51,M,Married,South America,Bald,Brown,184
Ken Pinkman,36,M,Married,North America,Red,Blue,174
Lucille Hufford,35,F,Single,North America,Grey,Green,142
Matthew Clark,23,M,Single,Africa,Grey,Green,159
Beth Pinkman,36,F,Married,North America,Red,Brown,157
Ronald Jacques,22,M,Divorced,South America,Black,Grey,160
Jackie Jacques,71,F,Single,North America,Black,Green,157
Betty Smith,107,F,Single,Africa,Black,Brown,159
Laura Potts,42,F,Divorced,North America,Blonde,Blue,158
Jenny Jacques,44,F,Married,North America,Bald,Blue,148
Daniel Clark,100,M,Married,Asia,Black,Blue,171
James Anderson,82,M,Divorced,Europe,Blonde,Grey,181
Kenny Potts,36,M,Single,Europe,Black,Blue,185
Matthew Mcgill,81,M,Single,South America,Black,Grey,187
John Brown,58,M,Divorced,Oceania,Bald,Green,159
Ella Hufford,38,F,Single,Africa,Blonde,Grey,167
Daniel Beneke,107,M,Single,North America,Red,Brown,176
Daniel Firth,79,M,Single,North America,Black,Grey,157
Luke Hinch,86,M,Single,Asia,Red,Brown,171
Daniel Smith,25,M,Divorced,Africa,Black,Green,179
Eric Brown,79,M,Single,Oceania,Grey,Brown,157
Anthony Jacques,99,M,Married,Africa,Blonde,Grey,192
Hollie Nguyen,20,F,Single,Oceania,Blonde,Grey,173
Anthony Gosling,102,M,Single,Asia,Bald,Grey,168
Hollie Beneke,111,F,Divorced,Africa,Black,Grey,148
Leo Potts,115,M,Married,South America,Bald,Green,171
Ken Mcgill,19,M,Married,South America,Grey,Green,174
Elisa Daniels,91,F,Married,North America,Red,Blue,155
Laura Lee,107,F,Single,Oceania,Grey,Blue,188
Hayley Walker,67,F,Married,South America,Blonde,Brown,159
Kyra Stallard,76,F,Single,Oceania,Blonde,Green,169
Lewis Hinch,22,M,Married,Europe,Black,Grey,165
Aubrey Clark,89,M,Divorced,Asia,Black,Blue,164
Lucille Baldwin,22,F,Single,North America,Blonde,Brown,166
Sylvia Anderson,83,F,Divorced,Asia,Red,Blue,165
Kenny Gosling,103,M,Divorced,South America,Black,Green,183
Beth Beneke,21,F,Divorced,Africa,Bald,Grey,146
Hollie Gosling,99,F,Divorced,Oceania,Black,Brown,187
Rebecca Daniels,68,F,Divorced,North America,Blonde,Blue,151
Matthew Mcgill,87,M,Divorced,Africa,Bald,Green,157
Betty Shipman,78,F,Divorced,Europe,Grey,Brown,142
Lee Arnold,93,M,Married,North America,Red,Brown,189
Karen Pinkman,18,F,Divorced,Asia,Red,Grey,168
Hayley Mcgill,22,F,Single,Oceania,Black,Brown,180
Laura Hufford,41,F,Single,North America,Black,Grey,167
David Daniels,82,M,Single,South America,Blonde,Green,179
Ethan Potts,83,M,Single,Africa,Black,Blue,160
Ken White,88,M,Single,Oceania,Blonde,Green,166
Kenny Potts,18,M,Single,South America,Blonde,Brown,184
Lewis Clark,55,M,Single,South America,Black,Grey,190
Lucille Marsden,47,F,Single,North America,Bald,Grey,152
Anthony Caine,114,M,Divorced,Oceania,Bald,Green,191
Ben Brown,68,M,Single,Europe,Blonde,Blue,172
Jane Clark,27,F,Single,Asia,Red,Brown,147
Matthew Hinch,95,M,Married,South America,Blonde,Brown,159
Aubrey Jacques,40,M,Single,South America,Blonde,Brown,167
Ryan Daniels,94,M,Divorced,North America,Grey,Green,187
Jackie Anderson,33,F,Divorced,Oceania,Blonde,Grey,163
Lisa Pinkman,57,F,Divorced,Africa,Blonde,Blue,180
Luke Arnold,81,M,Divorced,Oceania,Grey,Green,158
Jade Marsden,101,F,Married,North America,Grey,Brown,147
Fiona Hinch,80,F,Married,Oceania,Black,Grey,155
Betty Clark,24,F,Married,Africa,Red,Grey,159
Luke White,76,M,Married,Africa,Red,Blue,162
Jeff Jacques,65,M,Married,Asia,Red,Brown,184
Jane Potts,83,F,Divorced,South America,Blonde,Brown,187
Betty Smith,79,F,Married,Oceania,Bald,Green,168
Robert Marsden,34,M,Married,South America,Grey,Brown,179
John Hufford,47,M,Single,North America,Bald,Blue,195
Julie Anderson,63,F,Married,Asia,Grey,Blue,172
John Clark,46,M,Single,Asia,Bald,Grey,166
Ronald Stallard,29,M,Divorced,Oceania,Grey,Blue,171
Leo Brown,67,M,Single,North America,Red,Brown,182
Fiona Clark,61,F,Married,Oceania,Red,Grey,157
Luke Jacques,66,M,Married,North America,Bald,Grey,185
Leo Anderson,52,M,Married,South America,Black,Blue,195
Kyra James,90,F,Divorced,Asia,Bald,Brown,148
Jess Pinkman,24,F,Married,Europe,Bald,Brown,182
Adam Anderson,41,M,Divorced,Africa,Black,Green,191
Anthony Firth,60,M,Single,Asia,Grey,Blue,170
Eric Hufford,91,M,Divorced,Europe,Blonde,Blue,166
David Arnold,100,M,Married,North America,Bald,Grey,167
Kyra Clark,63,F,Single,Africa,Bald,Green,148
Elisa Clark,87,F,Divorced,Africa,Red,Brown,175
Robert Daniels,64,M,Divorced,Oceania,Black,Blue,190
Jade Walker,62,F,Divorced,North America,Grey,Green,151
David Firth,99,M,Married,Europe,Bald,Brown,178
Adam Anderson,91,M,Divorced,South America,Grey,Brown,168
Allison Brown,47,F,Married,Oceania,Grey,Green,167
Kyra Stallard,62,F,Married,Europe,Grey,Green,147
Daniel Potts,84,M,Married,Africa,Grey,Green,166
Steven Clark,55,M,Divorced,Africa,Grey,Green,158
Kyle James,103,M,Married,Asia,Red,Blue,164
Ben Marsden,85,M,Married,South America,Red,Grey,167
Luke Lee,60,M,Divorced,North America,Bald,Green,191
Matthew Firth,38,M,Single,South America,Blonde,Green,165
Matthew Anderson,114,M,Single,Oceania,Blonde,Blue,185
Fiona Pinkman,57,F,Married,Oceania,Red,Green,166
Adam Daniels,16,M,Divorced,North America,Grey,Grey,182
Alex White,61,M,Single,Africa,Bald,Brown,159
Alex Nguyen,99,M,Divorced,Europe,Grey,Grey,168
Jade Mcgill,33,F,Divorced,Asia,Blonde,Blue,187
Ethan Brown,62,M,Single,South America,Black,Blue,193
Jeff Gosling,16,M,Married,South America,Blonde,Green,174
Ella Marsden,90,F,Married,Europe,Bald,Blue,185
Reena Shipman,113,F,Divorced,Asia,Bald,Grey,184
Ben Hinch,92,M,Married,Asia,Black,Grey,163
Laura Beneke,113,F,Divorced,Europe,Bald,Green,186
Jeff Brown,85,M,Single,Europe,Grey,Grey,168
Matthew Hinch,97,M,Divorced,Oceania,Blonde,Blue,182
Lee White,113,M,Divorced,Africa,Black,Brown,178
Beth Marsden,114,F,Divorced,Oceania,Black,Blue,167
Lee Hufford,20,M,Divorced,Africa,Red,Brown,181
Robert Hufford,51,M,Divorced,Africa,Black,Grey,180
Lewis Hinch,73,M,Married,Africa,Bald,Blue,166
Jess Pinkman,19,F,Divorced,Africa,Blonde,Green,161
Lisa Stallard,58,F,Married,North America,Blonde,Grey,152
Jess Lee,75,F,Married,Africa,Bald,Blue,147
Rebecca Gosling,33,F,Single,Africa,Bald,Blue,188
Lucille Shipman,112,F,Single,Asia,Black,Blue,185
Rebecca White,44,F,Married,Europe,Grey,Green,166
Phoebe Hufford,101,F,Divorced,Europe,Blonde,Brown,164
Rebecca Nguyen,82,F,Divorced,Europe,Blonde,Green,145
Rebecca Stallard,87,F,Single,Asia,Black,Green,163
Lee Marsden,46,M,Divorced,Asia,Grey,Grey,174
Fiona Smith,114,F,Divorced,Oceania,Bald,Grey,166
Phoebe Beneke,83,F,Divorced,Europe,Bald,Grey,180
Robert Beneke,112,M,Married,South America,Red,Grey,158
Elisa White,59,F,Married,Oceania,Bald,Blue,144
Laura Pinkman,44,F,Single,Europe,Red,Green,169
Jeff Hinch,105,M,Divorced,Africa,Black,Blue,182
Beth Arnold,20,F,Married,South America,Blonde,Grey,149
Daniel Stallard,82,M,Married,South America,Red,Green,195
Reena Jacques,38,F,Married,North America,Bald,Green,173
Matthew Walker,90,M,Married,Asia,Red,Brown,182
Taylor James,111,F,Single,Asia,Grey,Green,148
Julie Mcgill,80,F,Single,Europe,Grey,Grey,152
Daniel Arnold,25,M,Divorced,Africa,Red,Brown,176
Alex Potts,84,M,Single,Asia,Blonde,Grey,186
Stan Pinkman,23,M,Single,Asia,Grey,Brown,159
Stan Pinkman,94,M,Divorced,North America,Grey,Blue,176
Stan Potts,17,M,Single,Africa,Blonde,Brown,159
David Hufford,16,M,Divorced,Asia,Blonde,Grey,177
Jenny Hufford,91,F,Married,Europe,Grey,Brown,182
Karen Gosling,41,F,Single,Oceania,Grey,Grey,162
Allison Walker,62,F,Married,Oceania,Black,Grey,160
Adam Hinch,98,/,Single,Europe,Blonde,Blue,173
Jeff Pinkman,77,M,Married,North America,Red,Green,162
Beth Marsden,30,F,Married,Europe,Grey,Grey,152
Hollie Nguyen,40,F,Divorced,Africa,Red,Brown,145
Taylor Anderson,35,F,Married,Asia,Red,Grey,170
Lee Walker,99,M,Married,North America,Black,Grey,157
Leo Mcgill,94,M,Divorced,South America,Bald,Blue,187
Kyle Caine,71,M,Single,Europe,Bald,Blue,164
Kenny Pinkman,66,M,Single,South America,Red,Brown,192
Steven Beneke,73,M,Single,Africa,Bald,Blue,169
Hayley Lee,113,F,Married,Europe,Blonde,Grey,146
Beth White,68,F,Divorced,Asia,Black,Blue,178
Ella Hufford,99,F,Single,Oceania,Bald,Grey,145
David Beneke,72,M,Divorced,Europe,Grey,Brown,161
Jess Caine,47,F,Single,Oceania,Blonde,Grey,174
David Lee,32,M,Single,Africa,Blonde,Blue,188
Eric Shipman,47,M,Single,Europe,Bald,Blue,172
Hayley Hinch,49,F,Single,Europe,Bald,Grey,153
